commit	full_hash	date	refs	family	subject	changed_file_count	change_statuses	changed_paths
a4ed53c	a4ed53ca8aa2b85b9497b74678af9a49b8e0793d	2026-07-03T18:10:04-03:00	.	sixty-ant-50x50-stabilization	chore: checkpoint overnight research state	58	A;M	docs/planning/experiment-history-analysis.md;experiments/exploration_to_forage_full_layout_60ants_half_food_50x50_shared_writes_write_cost_8bits_from_best.json;experiments/exploration_to_forage_full_layout_60ants_half_food_50x50_shared_writes_write_cost_8bits_speed_shaping_from_60best.json;experiments/exploration_to_forage_full_layout_60ants_half_food_50x50_shared_writes_write_cost_8bits_time_penalty_from_stabilized_best.json;experiments/half_scale_distance_autocurriculum_250x250_healthy_reset.json;logs/100x100_bridge_sweep_20260702_222225.log;logs/100x100_bridge_sweep_20260702_222315.log;logs/100x100_continuation_sweep_20260702_225027.log;logs/100x100_hard_temperature_refine_20260702_210546.log;logs/100x100_progress_videos.log;logs/100x100_temperature_grid_20260702_232038.log;logs/100x100_temperature_grid_refine_20260702_204431.log;logs/hs250_d16_trunc4096_from_685best.log;logs/hs250_reasonable_trunc4096_from_frontier.log;notebooks/README.md;notebooks/curriculum/distance_autocurriculum_250x250.ipynb;notebooks/scaling/full_layout_60ants_half_food_shared_writes_write_cost_8bits_50x50.ipynb;notebooks/scaling/full_layout_8ants_half_food_shared_writes_write_cost_8bits_50x50.ipynb;report/.gitignore;report/Makefile;report/README.md;report/data/figure_250x250.csv;report/data/figure_25x25_modes.csv;report/data/figure_behavior_sources.csv;report/data/figure_bits_vs_ants.csv;report/data/figure_critic_50x50.csv;report/data/figure_rare_50x50.csv;report/data/figure_sources.md;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_250x250_diagnostics.png;report/figures/fig_25x25_modes.pdf;report/figures/fig_25x25_modes.png;report/figures/fig_behavior_montage.jpg;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_bits_vs_ants.png;report/figures/fig_critic_50x50.pdf;report/figures/fig_critic_50x50.png;report/figures/fig_rare_50x50.pdf;report/figures/fig_rare_50x50.png;report/main.pdf;report/main.tex;report/references.bib;report/scripts/build_figures.py;scripts/render_...
034b752	034b7526ea630e98a1e7da19c00f08986654f247	2026-07-03T18:16:44-03:00	.	report-site-paper-assets	docs: add complete experiment chronology	1	A	docs/planning/complete-experiment-chronology.md
c82519e	c82519e00dbb47b27ea73a0d7db03b15f51fa283	2026-07-03T18:27:10-03:00	.	twofifty-frontier-reset	feat: add report website	20	A	docs/.nojekyll;docs/index.html;docs/report-site/assets/curves/curve_100x100_bridge.svg;docs/report-site/assets/curves/curve_250x250_reset.svg;docs/report-site/assets/curves/curve_25x25_ant_count.svg;docs/report-site/assets/curves/curve_50x50_efficiency_sweep.svg;docs/report-site/assets/curves/curve_50x50_efficient.svg;docs/report-site/assets/plots/fig_250x250_diagnostics.png;docs/report-site/assets/plots/fig_25x25_modes.png;docs/report-site/assets/plots/fig_behavior_montage.jpg;docs/report-site/assets/plots/fig_bits_vs_ants.png;docs/report-site/assets/plots/fig_critic_50x50.png;docs/report-site/assets/plots/fig_rare_50x50.png;docs/report-site/assets/report-draft.pdf;docs/report-site/assets/videos/bridge-100x100.mp4;docs/report-site/assets/videos/forage-25x25-4ants.mp4;docs/report-site/assets/videos/frontier-250x250.mp4;docs/report-site/assets/videos/frontier-50x50.mp4;docs/report-site/site.js;docs/report-site/styles.css
d29580a	d29580ad9084ea0ff63eb5327c164e00cb568318	2026-07-03T20:18:21-03:00	.	bigmap-deployment-rendering	feat: add interactive policy sandbox	10	A;M	docs/index.html;docs/report-site/assets/data/policy-runner-25x25-4ants.js;docs/report-site/assets/sprites/ant.png;docs/report-site/assets/sprites/food.png;docs/report-site/assets/sprites/hub.png;docs/report-site/assets/sprites/tile.png;docs/report-site/runner.js;docs/report-site/site.js;docs/report-site/styles.css;scripts/export_report_site_policy.py
c0d7c9a	c0d7c9a3c6aa94066830ea97d47d43f2fd33ed1f	2026-07-03T20:46:36-03:00	.	twofifty-frontier-reset	fix: use actual frontier policy sandbox	9	A;D;M	docs/index.html;docs/report-site/assets/data/policy-runner-25x25-4ants.js;docs/report-site/assets/data/policy-runner-50x50-frontier.js;docs/report-site/assets/report-draft.pdf;docs/report-site/runner.js;pyproject.toml;report/main.pdf;report/main.tex;scripts/export_report_site_policy.py
b0ed5ef	b0ed5ef515db1e302e7758e57433c547be228820	2026-07-03T22:04:35-03:00	.	twofifty-frontier-reset	docs: deepen report site experiment story	5	A;M	docs/index.html;docs/report-site/assets/videos/random-rollout.mp4;docs/report-site/assets/videos/reset-boundary-250x250.mp4;docs/report-site/site.js;docs/report-site/styles.css
ef5928d	ef5928ded36d5db4ab4bbe8125ae7d1a6bff2212	2026-07-03T22:12:29-03:00	.	report-site-paper-assets	docs: clarify report site narrative opening	3	M	docs/index.html;docs/report-site/site.js;docs/report-site/styles.css
2303467	2303467853b06db594ade766d2cf28a13aa1b184	2026-07-03T22:52:26-03:00	.	report-site-paper-assets	docs: make report site more readable	3	M	docs/index.html;docs/report-site/site.js;docs/report-site/styles.css
1f871b3	1f871b34ecb72a1362683898f164264a7729ebce	2026-07-04T10:03:37-03:00	.	twofifty-frontier-reset	feat: add report site experiment tree media	11	A	docs/report-site/assets/posters/tree-bigmap.jpg;docs/report-site/assets/posters/tree-bits-ants.jpg;docs/report-site/assets/posters/tree-critic50.jpg;docs/report-site/assets/posters/tree-frontier50.jpg;docs/report-site/assets/posters/tree-large-scale-100.jpg;docs/report-site/assets/posters/tree-large-scale-250.jpg;docs/report-site/assets/posters/tree-rare50.jpg;docs/report-site/assets/posters/tree-small-scale.jpg;docs/report-site/assets/posters/tree-unlock25.jpg;docs/report-site/assets/posters/tree-world.jpg;docs/report-site/assets/videos/bigmap-50x50-policy-1000x1000.mp4
cf60c11	cf60c112b0c3e830468ac02051dd7e0ef3b4d4a5	2026-07-04T10:19:24-03:00	.	twofifty-frontier-reset	feat: refresh report experiment tree posters	10	M	docs/report-site/assets/posters/tree-bigmap.jpg;docs/report-site/assets/posters/tree-bits-ants.jpg;docs/report-site/assets/posters/tree-critic50.jpg;docs/report-site/assets/posters/tree-frontier50.jpg;docs/report-site/assets/posters/tree-large-scale-100.jpg;docs/report-site/assets/posters/tree-large-scale-250.jpg;docs/report-site/assets/posters/tree-rare50.jpg;docs/report-site/assets/posters/tree-small-scale.jpg;docs/report-site/assets/posters/tree-unlock25.jpg;docs/report-site/assets/posters/tree-world.jpg
2634925	26349251e3488ce91e66d5528900424caf8cffb9	2026-07-04T10:19:38-03:00	.	report-site-paper-assets	docs: rewrite report site in spanish	4	M	docs/index.html;docs/report-site/runner.js;docs/report-site/site.js;docs/report-site/styles.css
7f96d04	7f96d04b0426e68874c85ddc829779ce37690c8c	2026-07-04T10:26:19-03:00	.	jax-mappo-training-core	ci: deploy report site to pages	1	A	.github/workflows/deploy-pages.yml
20e0593	20e059393573ddec5923341b7b96860275b936f4	2026-07-04T10:29:54-03:00	.	twofifty-frontier-reset	docs: remove embedded figure titles	19	M	docs/report-site/assets/plots/fig_250x250_diagnostics.png;docs/report-site/assets/plots/fig_25x25_modes.png;docs/report-site/assets/plots/fig_behavior_montage.jpg;docs/report-site/assets/plots/fig_bits_vs_ants.png;docs/report-site/assets/plots/fig_critic_50x50.png;docs/report-site/assets/plots/fig_rare_50x50.png;report/data/figure_behavior_sources.csv;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_250x250_diagnostics.png;report/figures/fig_25x25_modes.pdf;report/figures/fig_25x25_modes.png;report/figures/fig_behavior_montage.jpg;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_bits_vs_ants.png;report/figures/fig_critic_50x50.pdf;report/figures/fig_critic_50x50.png;report/figures/fig_rare_50x50.pdf;report/figures/fig_rare_50x50.png;report/scripts/build_figures.py
01ac4f7	01ac4f7e61c6dbd5a69707295477c27a8f61a32a	2026-07-04T10:30:13-03:00	.	report-site-paper-assets	docs: make experiment map a real tree	2	M	docs/index.html;docs/report-site/styles.css
0eeb732	0eeb732c740d9ee1e7e50b2717162976460d4db1	2026-07-04T10:32:05-03:00	.	jax-mappo-training-core	ci: update pages actions	1	M	.github/workflows/deploy-pages.yml
9a08e82	9a08e82f3e5e1dc2376b3b1c994101328bd51928	2026-07-04T11:09:41-03:00	.	twofifty-frontier-reset	docs: update report figure captions	8	M	docs/report-site/assets/report-draft.pdf;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex
bd1f6ee	bd1f6eea1b8a97f93ce7c7dde693a2097c4dd35c	2026-07-04T11:54:04-03:00	.	twofifty-frontier-reset	docs: add missing experiment branches to report	15	A;M	docs/index.html;docs/planning/complete-experiment-chronology.md;docs/report-site/assets/posters/tree-autocurriculum.svg;docs/report-site/assets/posters/tree-maze.svg;docs/report-site/assets/posters/tree-memory.svg;docs/report-site/assets/report-draft.pdf;docs/report-site/site.js;docs/report-site/styles.css;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex
38cf3d8	38cf3d8a47402918eb4e32d5475f82b4dafa7efd	2026-07-04T14:56:02+00:00	.	adversarial-roles-side-branches	Configure L4 timed-release continuation	3	M	docs/timed_release_roles.md;experiments/timed_release_roles_8ants_shared_writes.json;tests/test_jax_timed_release_mappo.py
842f3cf	842f3cf88ac3f021895ec9e506bb950bd88031d0	2026-07-04T12:37:20-03:00	.	twofifty-frontier-reset	docs: expand spanish report site chronology	23	A;M	docs/index.html;docs/report-site/assets/plots/fig_behavior_montage.jpg;docs/report-site/assets/plots/fig_logged_metrics_story.png;docs/report-site/assets/report-draft.pdf;docs/report-site/assets/videos/ant-count-25x25-2ants.mp4;docs/report-site/assets/videos/ant-count-25x25-8ants.mp4;docs/report-site/assets/videos/autocurriculum-250x250-failure.mp4;docs/report-site/site.js;docs/report-site/styles.css;report/data/figure_behavior_sources.csv;report/data/figure_logged_metrics_story.csv;report/data/figure_sources.md;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_behavior_montage.jpg;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_logged_metrics_story.pdf;report/figures/fig_logged_metrics_story.png;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex;report/scripts/build_figures.py
5d2eab7	5d2eab769eda0f6a03efc15bf124062fb60b16ec	2026-07-04T12:53:16-03:00	.	bigmap-deployment-rendering	feat: make report sandbox configurable	3	M	docs/index.html;docs/report-site/runner.js;docs/report-site/styles.css
d5fb086	d5fb086a2bbcf1775c084eab25545bfa595e06e9	2026-07-04T13:08:57-03:00	.	bigmap-deployment-rendering	feat: allow incremental sandbox cookie placement	2	M	docs/index.html;docs/report-site/runner.js
4017d8e	4017d8efb528f5d3b342902f12bf4a42419aefa1	2026-07-04T13:29:48-03:00	.	critic-full-layout-50x50	docs: add rollout evidence to report site	27	A;M	docs/index.html;docs/report-site/assets/posters/tree-autocurriculum.jpg;docs/report-site/assets/posters/tree-critic50.jpg;docs/report-site/assets/posters/tree-rare50.jpg;docs/report-site/assets/posters/tree-size-curriculum.jpg;docs/report-site/assets/posters/tree-source-layouts.jpg;docs/report-site/assets/videos/ant-count-25x25-3ants.mp4;docs/report-site/assets/videos/ant-count-25x25-6ants.mp4;docs/report-site/assets/videos/critic-50x50-8ants-strided.mp4;docs/report-site/assets/videos/curriculum-efficient-08x08.mp4;docs/report-site/assets/videos/curriculum-efficient-12x12.mp4;docs/report-site/assets/videos/curriculum-efficient-16x16.mp4;docs/report-site/assets/videos/curriculum-efficient-20x20.mp4;docs/report-site/assets/videos/curriculum-efficient-25x25.mp4;docs/report-site/assets/videos/curriculum-efficient-30x30.mp4;docs/report-site/assets/videos/curriculum-efficient-35x35.mp4;docs/report-site/assets/videos/curriculum-efficient-40x40.mp4;docs/report-site/assets/videos/curriculum-efficient-45x45.mp4;docs/report-site/assets/videos/curriculum-efficient-50x50.mp4;docs/report-site/assets/videos/padded-sources-02.mp4;docs/report-site/assets/videos/padded-sources-06.mp4;docs/report-site/assets/videos/padded-sources-12.mp4;docs/report-site/assets/videos/proximity-sources-02.mp4;docs/report-site/assets/videos/proximity-sources-08.mp4;docs/report-site/assets/videos/proximity-sources-50.mp4;docs/report-site/assets/videos/rare-50x50-4ants.mp4;docs/report-site/styles.css
2b64a9f	2b64a9fd6c676e819c4c6ce0b52f9a7bf6c8ea09	2026-07-04T13:33:22-03:00	.	twofifty-frontier-reset	docs: align informe with rollout chronology	12	M	report/data/figure_behavior_sources.csv;report/data/figure_sources.md;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_behavior_montage.jpg;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_logged_metrics_story.pdf;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex;report/scripts/build_figures.py
6e22394	6e22394236ce151e9c1f0a9308e5bc0bc3d27fe6	2026-07-04T13:52:54-03:00	.	twofifty-frontier-reset	docs: generate factual report tree visuals	25	A;D;M	docs/index.html;docs/report-site/assets/plots/fig_maze_layout.png;docs/report-site/assets/plots/fig_memory_r8_r12_ablation.png;docs/report-site/assets/posters/tree-maze.jpg;docs/report-site/assets/posters/tree-maze.svg;docs/report-site/assets/posters/tree-memory.jpg;docs/report-site/assets/posters/tree-memory.svg;docs/report-site/site.js;docs/report-site/styles.css;report/data/figure_maze_layout.csv;report/data/figure_memory_r8_r12_ablation.csv;report/data/figure_sources.md;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_logged_metrics_story.pdf;report/figures/fig_maze_layout.pdf;report/figures/fig_maze_layout.png;report/figures/fig_memory_r8_r12_ablation.pdf;report/figures/fig_memory_r8_r12_ablation.png;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex;report/scripts/build_figures.py
b20ade2	b20ade202a7831e69671d1068890758e69bce8e9	2026-07-04T14:06:49-03:00	.	sixty-ant-50x50-stabilization	docs: add labyrinth rollout evidence	19	A;M	docs/index.html;docs/report-site/assets/sprites/ant-cursor.png;docs/report-site/assets/videos/labyrinth-50x50-policy-60ants.json;docs/report-site/assets/videos/labyrinth-50x50-policy-60ants.mp4;docs/report-site/assets/videos/labyrinth-50x50-policy-60ants_states.npz;docs/report-site/runner.js;docs/report-site/site.js;docs/report-site/styles.css;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_logged_metrics_story.pdf;report/figures/fig_maze_layout.pdf;report/figures/fig_memory_r8_r12_ablation.pdf;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex;scripts/render_best_policy_bigmap_state_video.py
a8b23ea	a8b23ea783ba64fa3afee620843ffbadc6feadae	2026-07-04T14:24:01-03:00	.	sixty-ant-50x50-stabilization	docs: use trained maze policy evidence	20	A;D;M	docs/index.html;docs/report-site/assets/data/wandb-maze-checkpoints/jax_mappo_maze_explore_24x24.pkl;docs/report-site/assets/posters/tree-maze.jpg;docs/report-site/assets/videos/labyrinth-50x50-policy-60ants.json;docs/report-site/assets/videos/labyrinth-50x50-policy-60ants.mp4;docs/report-site/assets/videos/labyrinth-50x50-policy-60ants_states.npz;docs/report-site/assets/videos/maze-exploration-50x50-trained-policy.json;docs/report-site/assets/videos/maze-exploration-50x50-trained-policy.mp4;docs/report-site/site.js;report/figures/fig_250x250_diagnostics.pdf;report/figures/fig_25x25_modes.pdf;report/figures/fig_bits_vs_ants.pdf;report/figures/fig_critic_50x50.pdf;report/figures/fig_logged_metrics_story.pdf;report/figures/fig_maze_layout.pdf;report/figures/fig_memory_r8_r12_ablation.pdf;report/figures/fig_rare_50x50.pdf;report/main.pdf;report/main.tex;report/scripts/build_figures.py
9b64473	9b6447312962625d77707681c44749735b029bf5	2026-07-04T15:28:50-03:00	.	bigmap-deployment-rendering	feat: improve sandbox rendering controls	4	M	docs/index.html;docs/report-site/assets/sprites/ant-cursor.png;docs/report-site/runner.js;docs/report-site/styles.css
3c94645	3c946455cfb0bbe0ae2b0d20beca7f1e6149edcf	2026-07-04T15:42:50-03:00	.	bigmap-deployment-rendering	fix: remove sandbox ant and cookie caps	2	M	docs/index.html;docs/report-site/runner.js
daa3c67	daa3c67aa104a951a4feda4ff8b402509edf602e	2026-07-04T16:01:52-03:00	.	sixty-ant-50x50-stabilization	docs: add 100x100 maze stress rollout	2	A	docs/report-site/assets/videos/maze-100x100-60ants-one-far-source.json;docs/report-site/assets/videos/maze-100x100-60ants-one-far-source.mp4
61f6647	61f6647548550a25833a9f3d739f9b895b6c5e45	2026-07-04T19:08:21+00:00	origin/research/timed-release-roles	adversarial-roles-side-branches	Park tuned timed-release continuation	3	M	docs/timed_release_roles.md;experiments/timed_release_roles_8ants_shared_writes.json;notebooks/timed_release/roles.ipynb
a56d504	a56d5049a28a7694a8f9412b17af254a0eb2ac02	2026-07-04T16:08:23-03:00	.	sixty-ant-50x50-stabilization	fix: rerender maze stress rollout at standard temperature	2	M	docs/report-site/assets/videos/maze-100x100-60ants-one-far-source.json;docs/report-site/assets/videos/maze-100x100-60ants-one-far-source.mp4
962f560	962f5604d4a81c67301d1261a17778a4566ae911	2026-07-04T16:14:23-03:00	.	hundred-bridge-maze-stress	docs: surface corrected maze stress rollout	2	M	docs/index.html;docs/report-site/site.js
21d3cdf	21d3cdfb6b9fbb0b01227845701a59be94129bd2	2026-07-04T16:21:50-03:00	HEAD -> report-writing-site, origin/report-writing-site	report-site-paper-assets	docs: sync Spanish report with site story	3	M	docs/report-site/assets/report-draft.pdf;report/main.pdf;report/main.tex
